Company,Code,Industry,Year,Season,announce_day,EPS,PE,Divdend_Rate,TTM_PE,EPS_growth,Expeceted_Dividend_Rate
1101 台泥,1101,水泥工業,2013,1,2013-05-15,0.38,12.6,0.0507,,,
1101 台泥,1101,水泥工業,2013,2,2013-08-14,0.7,10.52,0.051500000000000004,,,
1101 台泥,1101,水泥工業,2013,3,2013-11-14,0.97,9.71,0.0444,,,
1101 台泥,1101,水泥工業,2013,4,2014-03-31,0.66,9.38,0.049699999999999994,10.5525,,0.049075
1101 台泥,1101,水泥工業,2014,1,2014-05-15,0.5,8.79,0.0489,9.6,0.3157894736842105,0.048625
1101 台泥,1101,水泥工業,2014,2,2014-08-14,0.87,7.8,0.0509,8.919999999999998,0.24285714285714294,0.048475000000000004
1101 台泥,1101,水泥工業,2014,3,2014-11-14,0.87,7.99,0.0508,8.489999999999998,-0.10309278350515462,0.05007500000000001
1101 台泥,1101,水泥工業,2014,4,2015-03-31,0.7,7.62,0.0574,8.049999999999997,0.06060606060606049,0.05200000000000001
1101 台泥,1101,水泥工業,2015,1,2015-05-15,0.22,8.53,0.0565,7.984999999999998,-0.56,0.05390000000000002
1101 台泥,1101,水泥工業,2015,2,2015-08-14,0.61,8.96,0.0639,8.274999999999999,-0.2988505747126437,0.05715000000000002
1101 台泥,1101,水泥工業,2015,3,2015-11-14,0.26,11.07,0.0747,9.044999999999998,-0.7011494252873564,0.06312500000000001
1101 台泥,1101,水泥工業,2015,4,2016-03-31,0.48,11.8,0.0487,10.089999999999998,-0.3142857142857143,0.06095000000000002
1101 台泥,1101,水泥工業,2016,1,2016-05-15,0.06,15.82,0.042199999999999994,11.912499999999998,-0.7272727272727273,0.05737500000000002
1101 台泥,1101,水泥工業,2016,2,2016-08-14,0.54,15.68,0.0415,13.592499999999998,-0.11475409836065566,0.051775000000000015
1101 台泥,1101,水泥工業,2016,3,2016-11-14,0.63,12.66,0.0373,13.989999999999997,1.423076923076923,0.04242500000000002
1101 台泥,1101,水泥工業,2016,4,2017-03-31,0.49,10.54,0.041299999999999996,13.674999999999997,0.020833333333333353,0.04057500000000002
1101 台泥,1101,水泥工業,2017,1,2017-05-15,0.23,9.7,0.039900000000000005,12.144999999999998,2.8333333333333335,0.04000000000000003
1102 亞泥,1102,水泥工業,2013,1,2013-05-15,0.4,19.04,0.0466,,,
1102 亞泥,1102,水泥工業,2013,2,2013-08-14,1.09,14.3,0.0461,,,
1102 亞泥,1102,水泥工業,2013,3,2013-11-14,0.53,12.08,0.0446,,,
1102 亞泥,1102,水泥工業,2013,4,2014-03-31,1.38,10.41,0.0466,13.9575,,0.045975
1102 亞泥,1102,水泥工業,2014,1,2014-05-15,0.47,9.99,0.047400000000000005,11.694999999999999,0.17499999999999988,0.046175
1102 亞泥,1102,水泥工業,2014,2,2014-08-14,1.21,9.9,0.044000000000000004,10.594999999999999,0.11009174311926594,0.04565
1102 亞泥,1102,水泥工業,2014,3,2014-11-14,0.64,10.27,0.0454,10.142499999999998,0.2075471698113207,0.04585
1102 亞泥,1102,水泥工業,2014,4,2015-03-31,0.69,11.69,0.0564,10.462499999999999,-0.5,0.0483
1102 亞泥,1102,水泥工業,2015,1,2015-05-15,0.47,11.69,0.0559,10.887499999999998,0.0,0.050425000000000005
1102 亞泥,1102,水泥工業,2015,2,2015-08-14,0.94,13.99,0.0603,11.909999999999998,-0.22314049586776863,0.0545
1102 亞泥,1102,水泥工業,2015,3,2015-11-14,0.02,17.64,0.0683,13.752500000000001,-0.96875,0.060225
1102 亞泥,1102,水泥工業,2015,4,2016-03-31,0.14,20.52,0.0401,15.96,-0.7971014492753623,0.056150000000000005
1102 亞泥,1102,水泥工業,2016,1,2016-05-15,0.06,31.8,0.0374,20.9875,-0.8723404255319149,0.051525
1102 亞泥,1102,水泥工業,2016,2,2016-08-14,0.38,41.66,0.0394,27.905,-0.5957446808510638,0.0463
1102 亞泥,1102,水泥工業,2016,3,2016-11-14,0.3,21.45,0.0401,28.857499999999998,13.999999999999998,0.03925
1102 亞泥,1102,水泥工業,2016,4,2017-03-31,0.51,14.31,0.0342,27.304999999999996,2.642857142857143,0.037775
1102 亞泥,1102,水泥工業,2017,1,2017-05-15,0.08,17.38,0.0294,23.699999999999996,0.3333333333333334,0.035775
1103 嘉泥,1103,水泥工業,2013,1,2013-05-15,0.13,265.24,0.0,,,
1103 嘉泥,1103,水泥工業,2013,2,2013-08-14,-0.05,,0.0,,,
1103 嘉泥,1103,水泥工業,2013,3,2013-11-14,0.29,138.55,0.0,,,
1103 嘉泥,1103,水泥工業,2013,4,2014-03-31,1.6,17.52,0.0637,,,0.015925
1103 嘉泥,1103,水泥工業,2014,1,2014-05-15,-0.06,15.22,0.0629,,-1.4615384615384615,0.03165
1103 嘉泥,1103,水泥工業,2014,2,2014-08-14,0.06,12.54,0.06269999999999999,45.9575,-2.1999999999999997,0.04732499999999999
1103 嘉泥,1103,水泥工業,2014,3,2014-11-14,0.24,11.07,0.0673,14.087499999999999,-0.17241379310344826,0.06414999999999998
1103 嘉泥,1103,水泥工業,2014,4,2015-03-31,-0.21,37.43,0.0212,19.065,-1.1312499999999999,0.05352499999999998
1103 嘉泥,1103,水泥工業,2015,1,2015-05-15,-0.29,164.13,0.0217,56.2925,3.833333333333333,0.043224999999999986
1103 嘉泥,1103,水泥工業,2015,2,2015-08-14,0.17,148.95,0.024900000000000002,90.395,1.8333333333333337,0.033774999999999986
1103 嘉泥,1103,水泥工業,2015,3,2015-11-14,-0.5,74.72,0.029900000000000003,106.30749999999999,-3.0833333333333335,0.02442499999999999
1103 嘉泥,1103,水泥工業,2015,4,2016-03-31,0.97,9.5,0.0105,99.32499999999999,-5.619047619047619,0.021749999999999988
1103 嘉泥,1103,水泥工業,2016,1,2016-05-15,-0.29,8.42,0.0106,60.397499999999994,-0.0,0.01897499999999999
1103 嘉泥,1103,水泥工業,2016,2,2016-08-14,-0.1,9.6,0.012,25.559999999999995,-1.588235294117647,0.015749999999999986
1103 嘉泥,1103,水泥工業,2016,3,2016-11-14,0.21,13.9,0.0111,10.354999999999997,-1.42,0.011049999999999985
1103 嘉泥,1103,水泥工業,2016,4,2017-03-31,0.22,,0.0229,,-0.7731958762886598,0.014149999999999984
1103 嘉泥,1103,水泥工業,2017,1,2017-05-15,-0.17,191.28,0.0181,,-0.4137931034482758,0.016024999999999984
1104 環泥,1104,水泥工業,2013,1,2013-05-15,0.3,12.74,0.042,,,
1104 環泥,1104,水泥工業,2013,2,2013-08-14,0.56,10.91,0.044000000000000004,,,
1104 環泥,1104,水泥工業,2013,3,2013-11-14,0.39,15.5,0.0294,,,
1104 環泥,1104,水泥工業,2013,4,2014-03-31,0.59,14.82,0.0319,13.4925,,0.036825
1104 環泥,1104,水泥工業,2014,1,2014-05-15,0.4,15.32,0.029500000000000002,14.137499999999998,0.3333333333333335,0.033699999999999994
1104 環泥,1104,水泥工業,2014,2,2014-08-14,0.73,12.83,0.0317,14.6175,0.30357142857142844,0.030624999999999993
1104 環泥,1104,水泥工業,2014,3,2014-11-14,0.58,11.16,0.0331,13.532499999999999,0.487179487179487,0.03154999999999999
1104 環泥,1104,水泥工業,2014,4,2015-03-31,0.56,10.87,0.0388,12.545,-0.0508474576271185,0.033274999999999985
1104 環泥,1104,水泥工業,2015,1,2015-05-15,0.43,12.26,0.0339,11.78,0.07499999999999993,0.03437499999999998
1104 環泥,1104,水泥工業,2015,2,2015-08-14,0.56,11.88,0.0371,11.5425,-0.23287671232876703,0.03572499999999998
1104 環泥,1104,水泥工業,2015,3,2015-11-14,0.48,9.67,0.047599999999999996,11.170000000000002,-0.17241379310344826,0.03934999999999998
1104 環泥,1104,水泥工業,2015,4,2016-03-31,0.76,9.6,0.0444,10.852500000000003,0.35714285714285704,0.04074999999999998
1104 環泥,1104,水泥工業,2016,1,2016-05-15,0.55,9.09,0.0447,10.060000000000004,0.2790697674418606,0.043449999999999975
1104 環泥,1104,水泥工業,2016,2,2016-08-14,0.81,8.06,0.045700000000000005,9.105000000000004,0.4464285714285714,0.04559999999999998
1104 環泥,1104,水泥工業,2016,3,2016-11-14,0.56,8.82,0.0403,8.892500000000004,0.16666666666666682,0.04377499999999998
1104 環泥,1104,水泥工業,2016,4,2017-03-31,0.77,8.8,0.0487,8.692500000000004,0.013157894736842117,0.04484999999999998
1104 環泥,1104,水泥工業,2017,1,2017-05-15,0.45,9.84,0.0449,8.880000000000003,-0.18181818181818185,0.04489999999999998
1108 幸福,1108,水泥工業,2013,1,2013-05-15,0.17,71.13,0.0,,,
1108 幸福,1108,水泥工業,2013,2,2013-08-14,0.11,29.22,0.0,,,
1108 幸福,1108,水泥工業,2013,3,2013-11-14,0.14,17.86,0.0,,,
1108 幸福,1108,水泥工業,2013,4,2014-03-31,0.02,16.44,0.0536,33.6625,,0.0134
1108 幸福,1108,水泥工業,2014,1,2014-05-15,0.18,17.22,0.0484,20.185000000000002,0.058823529411764594,0.025500000000000002
1108 幸福,1108,水泥工業,2014,2,2014-08-14,0.37,12.37,0.049800000000000004,15.972500000000004,2.3636363636363638,0.037950000000000005
1108 幸福,1108,水泥工業,2014,3,2014-11-14,0.2,12.52,0.045,14.637500000000003,0.4285714285714285,0.04920000000000001
1108 幸福,1108,水泥工業,2014,4,2015-03-31,0.18,9.72,0.0583,12.957500000000003,8.0,0.05037500000000001
1108 幸福,1108,水泥工業,2015,1,2015-05-15,0.39,8.25,0.0545,10.715000000000003,1.1666666666666667,0.051900000000000016
1108 幸福,1108,水泥工業,2015,2,2015-08-14,0.39,6.69,0.056600000000000004,9.295000000000003,0.054054054054054106,0.05360000000000001
1108 幸福,1108,水泥工業,2015,3,2015-11-14,0.23,6.34,0.058499999999999996,7.750000000000003,0.15,0.05697500000000001
1108 幸福,1108,水泥工業,2015,4,2016-03-31,0.16,6.93,0.0842,7.052500000000002,-0.11111111111111106,0.06345
1108 幸福,1108,水泥工業,2016,1,2016-05-15,0.26,8.01,0.08289999999999999,6.9925000000000015,-0.3333333333333333,0.07055
1108 幸福,1108,水泥工業,2016,2,2016-08-14,0.23,9.89,0.0842,7.792500000000001,-0.41025641025641024,0.07745
1108 幸福,1108,水泥工業,2016,3,2016-11-14,0.2,9.55,0.092,8.595000000000002,-0.13043478260869565,0.08582500000000001
1108 幸福,1108,水泥工業,2016,4,2017-03-31,0.1,9.41,0.0658,9.215000000000002,-0.375,0.081225
1108 幸福,1108,水泥工業,2017,1,2017-05-15,0.05,13.9,0.0603,10.687500000000002,-0.8076923076923077,0.07557500000000002
1109 信大,1109,水泥工業,2013,1,2013-05-15,0.09,41.96,0.0364,,,
1109 信大,1109,水泥工業,2013,2,2013-08-14,0.16,25.74,0.0358,,,
1109 信大,1109,水泥工業,2013,3,2013-11-14,0.05,19.63,0.036000000000000004,,,
1109 信大,1109,水泥工業,2013,4,2014-03-31,0.35,14.39,0.10039999999999999,25.43,,0.05215
1109 信大,1109,水泥工業,2014,1,2014-05-15,0.2,12.21,0.0934,17.9925,1.2222222222222223,0.0664
1109 信大,1109,水泥工業,2014,2,2014-08-14,0.26,11.96,0.07429999999999999,14.547500000000003,0.625,0.076025
1109 信大,1109,水泥工業,2014,3,2014-11-14,0.08,10.68,0.0836,12.310000000000002,0.6,0.087925
1109 信大,1109,水泥工業,2014,4,2015-03-31,0.13,12.98,0.015,11.957500000000003,-0.6285714285714286,0.06657500000000001
1109 信大,1109,水泥工業,2015,1,2015-05-15,0.02,18.85,0.0144,13.617500000000001,-0.9,0.04682500000000002
1109 信大,1109,水泥工業,2015,2,2015-08-14,-0.03,45.91,0.016399999999999998,22.104999999999997,-1.1153846153846154,0.03235000000000002
1109 信大,1109,水泥工業,2015,3,2015-11-14,-0.08,124.23,0.0197,50.49249999999999,-2.0,0.016375000000000018
1109 信大,1109,水泥工業,2015,4,2016-03-31,0.13,,0.0199,,0.0,0.01760000000000002
1109 信大,1109,水泥工業,2016,1,2016-05-15,-0.03,,0.020099999999999996,,-2.5,0.019025000000000018
1109 信大,1109,水泥工業,2016,2,2016-08-14,0.17,104.14,0.02,,-6.666666666666667,0.01992500000000002
1109 信大,1109,水泥工業,2016,3,2016-11-14,0.08,26.11,0.0195,,-2.0,0.01987500000000002
1109 信大,1109,水泥工業,2016,4,2017-03-31,0.2,17.13,0.01,,0.5384615384615385,0.01740000000000002
1109 信大,1109,水泥工業,2017,1,2017-05-15,0.09,13.16,0.0097,40.134999999999984,-4.0,0.014800000000000021
1110 東泥,1110,水泥工業,2013,1,2013-05-15,0.11,43.41,0.0073,,,
1110 東泥,1110,水泥工業,2013,2,2013-08-14,0.03,39.93,0.006500000000000001,,,
1110 東泥,1110,水泥工業,2013,3,2013-11-14,0.19,34.27,0.0064,,,
1110 東泥,1110,水泥工業,2013,4,2014-03-31,-0.07,38.88,0.011399999999999999,39.1225,,0.007899999999999999
1110 東泥,1110,水泥工業,2014,1,2014-05-15,0.12,37.83,0.0118,37.7275,0.09090909090909087,0.009024999999999998
1110 東泥,1110,水泥工業,2014,2,2014-08-14,0.06,37.75,0.0127,37.1825,1.0,0.010575
1110 東泥,1110,水泥工業,2014,3,2014-11-14,0.11,49.25,0.011899999999999999,40.927499999999995,-0.42105263157894735,0.011949999999999999
1110 東泥,1110,水泥工業,2014,4,2015-03-31,-0.05,45.54,0.0118,42.592499999999994,-0.28571428571428575,0.012049999999999998
1110 東泥,1110,水泥工業,2015,1,2015-05-15,0.06,50.5,0.012,45.75999999999999,-0.5,0.012099999999999998
1110 東泥,1110,水泥工業,2015,2,2015-08-14,0.04,49.29,0.0132,48.64499999999999,-0.3333333333333333,0.012224999999999996
1110 東泥,1110,水泥工業,2015,3,2015-11-14,0.11,67.51,0.0132,53.209999999999994,0.0,0.012549999999999997
1110 東泥,1110,水泥工業,2015,4,2016-03-31,0.04,104.59,0.0127,67.97249999999998,-1.7999999999999998,0.012774999999999996
1110 東泥,1110,水泥工業,2016,1,2016-05-15,0.21,126.74,0.0132,87.03249999999998,2.5,0.013074999999999996
1110 東泥,1110,水泥工業,2016,2,2016-08-14,0.03,154.66,0.0132,113.37499999999999,-0.25000000000000006,0.013074999999999996
1110 東泥,1110,水泥工業,2016,3,2016-11-14,-0.02,295.14,0.0129,170.28249999999997,-1.1818181818181819,0.012999999999999994
1110 東泥,1110,水泥工業,2016,4,2017-03-31,-0.03,,0.0063,,-1.7500000000000002,0.011399999999999993
1110 東泥,1110,水泥工業,2017,1,2017-05-15,0.04,,0.0060999999999999995,,-0.8095238095238095,0.009624999999999995
1201 味全,1201,食品工業,2013,1,2013-05-15,0.58,18.92,0.0134,,,
1201 味全,1201,食品工業,2013,2,2013-08-14,0.51,20.73,0.0118,,,
1201 味全,1201,食品工業,2013,3,2013-11-14,0.56,22.08,0.0104,,,
1201 味全,1201,食品工業,2013,4,2014-03-31,0.08,20.7,0.0115,20.6075,,0.011775
1201 味全,1201,食品工業,2014,1,2014-05-15,0.5,18.74,0.0131,20.5625,-0.13793103448275856,0.0117
1201 味全,1201,食品工業,2014,2,2014-08-14,0.34,18.63,0.013300000000000001,20.037499999999998,-0.3333333333333333,0.012075
1201 味全,1201,食品工業,2014,3,2014-11-14,-0.1,22.22,0.0166,20.072499999999998,-1.1785714285714286,0.013625
1201 味全,1201,食品工業,2014,4,2015-03-31,-1.24,61.54,0.0,30.282499999999995,-16.5,0.01075
1201 味全,1201,食品工業,2015,1,2015-05-15,-0.58,,0.0,,-2.16,0.007474999999999999
1201 味全,1201,食品工業,2015,2,2015-08-14,-0.61,,0.0,,-2.7941176470588234,0.004149999999999999
1201 味全,1201,食品工業,2015,3,2015-11-14,-1.15,,0.0,,10.499999999999998,0.0
1201 味全,1201,食品工業,2015,4,2016-03-31,-1.44,,0.0,,0.16129032258064513,0.0
1201 味全,1201,食品工業,2016,1,2016-05-15,-0.21,,0.0,,-0.6379310344827587,0.0
1201 味全,1201,食品工業,2016,2,2016-08-14,-0.64,,0.0,,0.04918032786885251,0.0
1201 味全,1201,食品工業,2016,3,2016-11-14,-0.03,,0.0,,-0.9739130434782608,0.0
1201 味全,1201,食品工業,2016,4,2017-03-31,-0.65,,0.0,,-0.548611111111111,0.0
1201 味全,1201,食品工業,2017,1,2017-05-15,0.09,,0.0,,-1.4285714285714286,0.0
1203 味王,1203,食品工業,2013,1,2013-05-15,0.35,12.3,0.0147,,,
1203 味王,1203,食品工業,2013,2,2013-08-14,0.33,12.0,0.013999999999999999,,,
1203 味王,1203,食品工業,2013,3,2013-11-14,0.41,10.26,0.013300000000000001,,,
1203 味王,1203,食品工業,2013,4,2014-03-31,0.02,11.54,0.04019999999999999,11.525,,0.02055
1203 味王,1203,食品工業,2014,1,2014-05-15,0.36,9.8,0.042,10.900000000000002,0.0285714285714286,0.027375
1203 味王,1203,食品工業,2014,2,2014-08-14,0.29,8.85,0.044800000000000006,10.112500000000002,-0.12121212121212131,0.035074999999999995
1203 味王,1203,食品工業,2014,3,2014-11-14,0.17,10.77,0.042199999999999994,10.240000000000004,-0.5853658536585366,0.04229999999999999
1203 味王,1203,食品工業,2014,4,2015-03-31,0.3,10.69,0.042,10.027500000000003,13.999999999999998,0.042749999999999996
1203 味王,1203,食品工業,2015,1,2015-05-15,0.5,10.43,0.042,10.185000000000002,0.38888888888888895,0.042749999999999996
1203 味王,1203,食品工業,2015,2,2015-08-14,0.36,9.77,0.0435,10.415000000000001,0.24137931034482762,0.04242499999999999
1203 味王,1203,食品工業,2015,3,2015-11-14,0.47,6.96,0.050300000000000004,9.462500000000002,1.7647058823529407,0.044449999999999996
1203 味王,1203,食品工業,2015,4,2016-03-31,-0.2,10.15,0.0437,9.327500000000002,-1.6666666666666667,0.04487499999999999
1203 味王,1203,食品工業,2016,1,2016-05-15,0.37,10.48,0.0464,9.340000000000002,-0.26,0.04597499999999999
1203 味王,1203,食品工業,2016,2,2016-08-14,0.42,10.57,0.0461,9.540000000000003,0.16666666666666666,0.046624999999999986
1203 味王,1203,食品工業,2016,3,2016-11-14,0.47,10.2,0.045599999999999995,10.350000000000003,0.0,0.04544999999999998
1203 味王,1203,食品工業,2016,4,2017-03-31,0.52,7.01,0.0435,9.565000000000003,-3.5999999999999996,0.04539999999999998
1203 味王,1203,食品工業,2017,1,2017-05-15,0.37,6.51,0.0418,8.572500000000002,0.0,0.044249999999999984
1210 大成,1210,食品工業,2013,1,2013-05-15,0.45,12.32,0.0458,,,
1210 大成,1210,食品工業,2013,2,2013-08-14,0.08,15.15,0.046799999999999994,,,
1210 大成,1210,食品工業,2013,3,2013-11-14,0.63,14.49,0.046900000000000004,,,
1210 大成,1210,食品工業,2013,4,2014-03-31,2.25,5.79,0.0379,11.9375,,0.04435
1210 大成,1210,食品工業,2014,1,2014-05-15,0.68,6.15,0.0332,10.395,0.5111111111111112,0.0412
1210 大成,1210,食品工業,2014,2,2014-08-14,0.6,6.15,0.0275,8.145,6.5,0.036375000000000005
1210 大成,1210,食品工業,2014,3,2014-11-14,0.73,7.09,0.0259,6.295,0.1587301587301587,0.031125000000000007
1210 大成,1210,食品工業,2014,4,2015-03-31,-0.01,22.14,0.0363,10.3825,-1.0044444444444443,0.030725000000000006
1210 大成,1210,食品工業,2015,1,2015-05-15,0.23,25.65,0.0381,15.257500000000002,-0.661764705882353,0.031950000000000006
1210 大成,1210,食品工業,2015,2,2015-08-14,0.14,28.95,0.046,20.9575,-0.7666666666666666,0.036575
1210 大成,1210,食品工業,2015,3,2015-11-14,0.5,27.58,0.0552,26.08,-0.3150684931506849,0.0439
1210 大成,1210,食品工業,2015,4,2016-03-31,-0.01,11.56,0.0338,23.435,-0.0,0.043275
1210 大成,1210,食品工業,2016,1,2016-05-15,0.73,8.31,0.0337,19.1,2.1739130434782608,0.042175000000000004
1210 大成,1210,食品工業,2016,2,2016-08-14,0.77,10.74,0.023799999999999998,14.5475,4.5,0.036625000000000005
1210 大成,1210,食品工業,2016,3,2016-11-14,0.83,7.66,0.0258,9.567499999999999,0.6599999999999999,0.029275000000000002
1210 大成,1210,食品工業,2016,4,2017-03-31,0.68,7.23,0.051500000000000004,8.485,-69.0,0.03370000000000001
1210 大成,1210,食品工業,2017,1,2017-05-15,0.74,6.8,0.0521,8.107499999999998,0.013698630136986314,0.03830000000000001
1213 大飲,1213,食品工業,2013,1,2013-05-15,0.17,55.87,0.0,,,
1213 大飲,1213,食品工業,2013,2,2013-08-14,-0.1,67.27,0.0,,,
1213 大飲,1213,食品工業,2013,3,2013-11-14,0.41,42.7,0.0,,,
1213 大飲,1213,食品工業,2013,4,2014-03-31,-0.16,44.75,0.0,52.647499999999994,,0.0
1213 大飲,1213,食品工業,2014,1,2014-05-15,0.07,61.9,0.0,54.15499999999999,-0.5882352941176471,0.0
1213 大飲,1213,食品工業,2014,2,2014-08-14,-0.01,49.8,0.0,49.787499999999994,-0.9,0.0
1213 大飲,1213,食品工業,2014,3,2014-11-14,0.29,57.87,0.0,53.58,-0.2926829268292683,0.0
1213 大飲,1213,食品工業,2014,4,2015-03-31,-0.13,54.56,0.0,56.0325,-0.1875,0.0
1213 大飲,1213,食品工業,2015,1,2015-05-15,0.22,41.78,0.0,51.00249999999999,2.142857142857143,0.0
1213 大飲,1213,食品工業,2015,2,2015-08-14,0.0,37.95,0.0,48.03999999999999,-1.0,0.0
1213 大飲,1213,食品工業,2015,3,2015-11-14,0.35,23.15,0.0,39.35999999999999,0.20689655172413793,0.0
1213 大飲,1213,食品工業,2015,4,2016-03-31,-0.25,27.86,0.0,32.68499999999999,0.923076923076923,0.0
1213 大飲,1213,食品工業,2016,1,2016-05-15,0.1,46.1,0.0,33.764999999999986,-0.5454545454545454,0.0
1213 大飲,1213,食品工業,2016,2,2016-08-14,0.13,35.24,0.0,33.08749999999999,inf,0.0
1213 大飲,1213,食品工業,2016,3,2016-11-14,0.12,60.27,0.0,42.36749999999999,-0.6571428571428571,0.0
1213 大飲,1213,食品工業,2016,4,2017-03-31,-0.07,44.05,0.0,46.41499999999999,-0.72,0.0
1213 大飲,1213,食品工業,2017,1,2017-05-15,0.09,46.27,0.0,46.457499999999996,-0.10000000000000009,0.0
1215 卜蜂,1215,食品工業,2013,1,2013-05-15,0.31,6.7,0.0513,,,
1215 卜蜂,1215,食品工業,2013,2,2013-08-14,0.06,7.25,0.050499999999999996,,,
1215 卜蜂,1215,食品工業,2013,3,2013-11-14,0.69,7.16,0.0542,,,
1215 卜蜂,1215,食品工業,2013,4,2014-03-31,0.89,6.53,0.0506,6.91,,0.05165
1215 卜蜂,1215,食品工業,2014,1,2014-05-15,0.87,6.59,0.039,6.882500000000001,1.806451612903226,0.04857500000000001
1215 卜蜂,1215,食品工業,2014,2,2014-08-14,0.77,7.17,0.0276,6.862500000000001,11.833333333333334,0.04285000000000001
1215 卜蜂,1215,食品工業,2014,3,2014-11-14,0.69,6.43,0.03,6.680000000000001,0.0,0.03680000000000001
1215 卜蜂,1215,食品工業,2014,4,2015-03-31,0.96,6.2,0.039599999999999996,6.5975,0.07865168539325837,0.03405000000000001
1215 卜蜂,1215,食品工業,2015,1,2015-05-15,0.72,7.31,0.0345,6.777500000000001,-0.17241379310344832,0.03292500000000001
1215 卜蜂,1215,食品工業,2015,2,2015-08-14,0.42,7.15,0.0385,6.772500000000001,-0.4545454545454546,0.035650000000000015
1215 卜蜂,1215,食品工業,2015,3,2015-11-14,0.72,6.26,0.0425,6.73,0.04347826086956526,0.03877500000000002
1215 卜蜂,1215,食品工業,2015,4,2016-03-31,0.82,6.77,0.087,6.8725,-0.14583333333333334,0.05062500000000002
1215 卜蜂,1215,食品工業,2016,1,2016-05-15,0.95,6.59,0.0806,6.6925,0.3194444444444444,0.06215000000000002
1215 卜蜂,1215,食品工業,2016,2,2016-08-14,1.08,8.16,0.0538,6.945,1.5714285714285718,0.06597500000000002
1215 卜蜂,1215,食品工業,2016,3,2016-11-14,1.13,7.51,0.053,7.2575,0.5694444444444443,0.06860000000000002
1215 卜蜂,1215,食品工業,2016,4,2017-03-31,1.55,7.6,0.0669,7.465000000000001,0.8902439024390245,0.06357500000000002
1215 卜蜂,1215,食品工業,2017,1,2017-05-15,1.53,8.21,0.0554,7.870000000000002,0.6105263157894738,0.05727500000000002
1216 統一,1216,食品工業,2013,1,2013-05-15,0.71,11.67,0.024700000000000003,,,
1216 統一,1216,食品工業,2013,2,2013-08-14,0.59,12.01,0.024,,,
1216 統一,1216,食品工業,2013,3,2013-11-14,0.87,11.96,0.024,,,
1216 統一,1216,食品工業,2013,4,2014-03-31,0.35,11.93,0.0279,11.8925,,0.025150000000000006
1216 統一,1216,食品工業,2014,1,2014-05-15,0.81,11.91,0.028300000000000002,11.9525,0.14084507042253536,0.026050000000000004
1216 統一,1216,食品工業,2014,2,2014-08-14,0.6,11.97,0.027999999999999997,11.9425,0.0169491525423729,0.027050000000000005
1216 統一,1216,食品工業,2014,3,2014-11-14,0.35,13.58,0.0268,12.3475,-0.5977011494252874,0.027750000000000004
1216 統一,1216,食品工業,2014,4,2015-03-31,0.35,12.87,0.0279,12.5825,0.0,0.027750000000000004
1216 統一,1216,食品工業,2015,1,2015-05-15,0.79,12.68,0.026699999999999998,12.774999999999999,-0.024691358024691377,0.027350000000000003
1216 統一,1216,食品工業,2015,2,2015-08-14,0.81,11.9,0.0256,12.757499999999999,0.35000000000000014,0.026750000000000003
1216 統一,1216,食品工業,2015,3,2015-11-14,0.68,11.68,0.0236,12.282499999999999,0.9428571428571432,0.025950000000000004
1216 統一,1216,食品工業,2015,4,2016-03-31,0.27,11.57,0.0364,11.9575,-0.22857142857142848,0.028075000000000003
1216 統一,1216,食品工業,2016,1,2016-05-15,0.76,11.8,0.0354,11.737499999999999,-0.037974683544303826,0.03025
1216 統一,1216,食品工業,2016,2,2016-08-14,0.84,13.0,0.0315,12.0125,0.03703703703703693,0.031724999999999996
1216 統一,1216,食品工業,2016,3,2016-11-14,0.73,12.46,0.034,12.2075,0.07352941176470577,0.034324999999999994
1216 統一,1216,食品工業,2016,4,2017-03-31,0.23,10.93,0.0393,12.0475,-0.14814814814814817,0.03505
1216 統一,1216,食品工業,2017,1,2017-05-15,0.79,11.84,0.0369,12.057500000000001,0.03947368421052635,0.035425
1217 愛之味,1217,食品工業,2013,1,2013-05-15,0.04,4571.95,0.0,,,
1217 愛之味,1217,食品工業,2013,2,2013-08-14,-0.03,,0.0,,,
1217 愛之味,1217,食品工業,2013,3,2013-11-14,-0.17,,0.0,,,
1217 愛之味,1217,食品工業,2013,4,2014-03-31,0.06,,0.0,,,0.0
1217 愛之味,1217,食品工業,2014,1,2014-05-15,-0.28,,0.0,,-8.0,0.0
1217 愛之味,1217,食品工業,2014,2,2014-08-14,-0.29,,0.0,,8.666666666666668,0.0
1217 愛之味,1217,食品工業,2014,3,2014-11-14,-0.08,,0.0,,-0.5294117647058824,0.0
1217 愛之味,1217,食品工業,2014,4,2015-03-31,-0.09,,0.0,,-2.5,0.0
1217 愛之味,1217,食品工業,2015,1,2015-05-15,-0.13,,0.0,,-0.5357142857142857,0.0
1217 愛之味,1217,食品工業,2015,2,2015-08-14,-0.13,,0.0,,-0.5517241379310345,0.0
1217 愛之味,1217,食品工業,2015,3,2015-11-14,0.44,,0.0,,-6.5,0.0
1217 愛之味,1217,食品工業,2015,4,2016-03-31,-0.08,,0.0,,-0.11111111111111106,0.0
1217 愛之味,1217,食品工業,2016,1,2016-05-15,-0.07,,0.0,,-0.4615384615384615,0.0
1217 愛之味,1217,食品工業,2016,2,2016-08-14,-0.12,,0.0,,-0.07692307692307698,0.0
1217 愛之味,1217,食品工業,2016,3,2016-11-14,0.06,,0.0,,-0.8636363636363636,0.0
1217 愛之味,1217,食品工業,2016,4,2017-03-31,0.33,,0.0,,-5.125,0.0
