Company,Code,Industry,Year,Season,announce_day,EPS,PE,Divdend_Rate,TTM_PE,EPS_growth,Expeceted_Dividend_Rate
1535 中宇,1535,電機機械,2017,1,2017-05-15,0.16,19.45,0.0387,15.165000000000008,-0.7241379310344827,0.050450000000000016
1536 和大,1536,電機機械,2013,1,2013-05-15,0.65,8.97,0.014199999999999999,,,
1536 和大,1536,電機機械,2013,2,2013-08-14,0.45,10.96,0.011899999999999999,,,
1536 和大,1536,電機機械,2013,3,2013-11-14,0.7,21.57,0.0053,,,
1536 和大,1536,電機機械,2013,4,2014-03-31,0.72,18.98,0.028300000000000002,15.120000000000001,,0.014925
1536 和大,1536,電機機械,2014,1,2014-05-15,0.68,19.82,0.024399999999999998,17.832500000000003,0.04615384615384619,0.017475
1536 和大,1536,電機機械,2014,2,2014-08-14,0.68,16.95,0.024399999999999998,19.330000000000005,0.5111111111111112,0.0206
1536 和大,1536,電機機械,2014,3,2014-11-14,0.78,16.15,0.0225,17.97500000000001,0.1142857142857144,0.0249
1536 和大,1536,電機機械,2014,4,2015-03-31,0.96,15.36,0.0375,17.070000000000007,0.3333333333333333,0.0272
1536 和大,1536,電機機械,2015,1,2015-05-15,0.87,16.11,0.0338,16.142500000000005,0.27941176470588225,0.02955
1536 和大,1536,電機機械,2015,2,2015-08-14,1.01,22.72,0.0212,17.585000000000004,0.4852941176470587,0.028749999999999998
1536 和大,1536,電機機械,2015,3,2015-11-14,1.48,20.58,0.02,18.692500000000003,0.8974358974358974,0.028124999999999997
1536 和大,1536,電機機械,2015,4,2016-03-31,1.26,21.3,0.0264,20.177500000000002,0.31250000000000006,0.025349999999999998
1536 和大,1536,電機機械,2016,1,2016-05-15,1.1,23.09,0.0229,21.922500000000003,0.26436781609195414,0.022625
1536 和大,1536,電機機械,2016,2,2016-08-14,1.3,23.51,0.0213,22.120000000000005,0.28712871287128716,0.02265
1536 和大,1536,電機機械,2016,3,2016-11-14,0.96,26.29,0.021,23.547500000000003,-0.35135135135135137,0.0229
1536 和大,1536,電機機械,2016,4,2017-03-31,1.42,21.09,0.0304,23.495000000000005,0.12698412698412692,0.023899999999999998
1536 和大,1536,電機機械,2017,1,2017-05-15,1.08,24.25,0.0276,23.785000000000004,-0.018181818181818195,0.025074999999999997
1537 廣隆,1537,電機機械,2013,1,2013-05-15,2.24,5.69,0.0677,,,
1537 廣隆,1537,電機機械,2013,2,2013-08-14,1.61,6.89,0.0599,,,
1537 廣隆,1537,電機機械,2013,3,2013-11-14,1.55,8.02,0.0565,,,
1537 廣隆,1537,電機機械,2013,4,2014-03-31,1.63,8.5,0.0698,7.275,,0.063475
1537 廣隆,1537,電機機械,2014,1,2014-05-15,1.81,11.61,0.0537,8.755,-0.19196428571428575,0.059975
1537 廣隆,1537,電機機械,2014,2,2014-08-14,1.7,11.0,0.053099999999999994,9.7825,0.055900621118012334,0.058274999999999993
1537 廣隆,1537,電機機械,2014,3,2014-11-14,2.24,10.29,0.0516,10.350000000000001,0.4451612903225807,0.05704999999999999
1537 廣隆,1537,電機機械,2014,4,2015-03-31,2.33,8.62,0.0681,10.38,0.4294478527607363,0.05662499999999999
1537 廣隆,1537,電機機械,2015,1,2015-05-15,1.89,10.12,0.057300000000000004,10.0075,0.044198895027624224,0.057524999999999986
1537 廣隆,1537,電機機械,2015,2,2015-08-14,1.94,13.35,0.042800000000000005,10.595,0.1411764705882353,0.054949999999999985
1537 廣隆,1537,電機機械,2015,3,2015-11-14,3.08,9.96,0.052000000000000005,10.512500000000001,0.3749999999999999,0.05504999999999998
1537 廣隆,1537,電機機械,2015,4,2016-03-31,2.51,10.23,0.057,10.915000000000001,0.07725321888412005,0.05227499999999999
1537 廣隆,1537,電機機械,2016,1,2016-05-15,2.29,10.57,0.0528,11.027500000000002,0.2116402116402117,0.05114999999999999
1537 廣隆,1537,電機機械,2016,2,2016-08-14,2.96,9.9,0.051500000000000004,10.165000000000001,0.5257731958762887,0.053324999999999984
1537 廣隆,1537,電機機械,2016,3,2016-11-14,2.76,10.4,0.05,10.275,-0.10389610389610399,0.05282499999999998
1537 廣隆,1537,電機機械,2016,4,2017-03-31,3.3,10.29,0.0571,10.29,0.31474103585657376,0.05284999999999998
1537 廣隆,1537,電機機械,2017,1,2017-05-15,2.2,10.52,0.0571,10.277499999999998,-0.03930131004366806,0.05392499999999997
1538 正峰新,1538,電機機械,2013,1,2013-05-15,-0.53,,0.0,,,
1538 正峰新,1538,電機機械,2013,2,2013-08-14,-0.29,,0.0,,,
1538 正峰新,1538,電機機械,2013,3,2013-11-14,-0.31,,0.0,,,
1538 正峰新,1538,電機機械,2013,4,2014-03-31,-1.69,,0.0,,,0.0
1538 正峰新,1538,電機機械,2014,1,2014-05-15,0.15,,0.0,,-1.2830188679245282,0.0
1538 正峰新,1538,電機機械,2014,2,2014-08-14,-0.03,,0.0,,-0.8965517241379312,0.0
1538 正峰新,1538,電機機械,2014,3,2014-11-14,-0.41,,0.0,,0.32258064516129026,0.0
1538 正峰新,1538,電機機械,2014,4,2015-03-31,-0.47,,0.0,,-0.7218934911242604,0.0
1538 正峰新,1538,電機機械,2015,1,2015-05-15,-1.05,,0.0,,-8.0,0.0
1538 正峰新,1538,電機機械,2015,2,2015-08-14,-0.9,,0.0,,29.0,0.0
1538 正峰新,1538,電機機械,2015,3,2015-11-14,1.77,,0.0,,-5.317073170731708,0.0
1538 正峰新,1538,電機機械,2015,4,2016-03-31,-0.48,,0.0,,0.02127659574468087,0.0
1538 正峰新,1538,電機機械,2016,1,2016-05-15,-0.14,,0.0,,-0.8666666666666667,0.0
1538 正峰新,1538,電機機械,2016,2,2016-08-14,-0.18,,0.0,,-0.7999999999999999,0.0
1538 正峰新,1538,電機機械,2016,3,2016-11-14,-0.13,,0.0,,-1.0734463276836157,0.0
1538 正峰新,1538,電機機械,2016,4,2017-03-31,-0.83,,0.0,,0.7291666666666666,0.0
1538 正峰新,1538,電機機械,2017,1,2017-05-15,0.15,26.77,0.0,,-2.0714285714285716,0.0
1539 巨庭,1539,電機機械,2013,1,2013-05-15,0.45,14.1,0.0,,,
1539 巨庭,1539,電機機械,2013,2,2013-08-14,0.48,10.28,0.0,,,
1539 巨庭,1539,電機機械,2013,3,2013-11-14,0.29,11.67,0.0,,,
1539 巨庭,1539,電機機械,2013,4,2014-03-31,0.17,12.15,0.0,12.049999999999999,,0.0
1539 巨庭,1539,電機機械,2014,1,2014-05-15,0.4,12.11,0.0,11.552499999999998,-0.11111111111111108,0.0
1539 巨庭,1539,電機機械,2014,2,2014-08-14,0.52,12.28,0.0,12.052499999999998,0.08333333333333341,0.0
1539 巨庭,1539,電機機械,2014,3,2014-11-14,0.64,9.09,0.0,11.407499999999999,1.2068965517241381,0.0
1539 巨庭,1539,電機機械,2014,4,2015-03-31,0.46,7.02,0.0496,10.124999999999998,1.7058823529411766,0.0124
1539 巨庭,1539,電機機械,2015,1,2015-05-15,0.72,7.29,0.0417,8.919999999999998,0.7999999999999998,0.022824999999999998
1539 巨庭,1539,電機機械,2015,2,2015-08-14,0.5,13.31,0.022000000000000002,9.177499999999998,-0.03846153846153849,0.028325
1539 巨庭,1539,電機機械,2015,3,2015-11-14,1.88,7.78,0.026099999999999998,8.849999999999998,1.9374999999999996,0.03485
1539 巨庭,1539,電機機械,2015,4,2016-03-31,0.32,6.99,0.0407,8.842499999999998,-0.30434782608695654,0.032624999999999994
1539 巨庭,1539,電機機械,2016,1,2016-05-15,0.89,7.02,0.038599999999999995,8.774999999999997,0.2361111111111112,0.03184999999999999
1539 巨庭,1539,電機機械,2016,2,2016-08-14,0.64,7.03,0.036699999999999997,7.2049999999999965,0.28,0.035524999999999994
1539 巨庭,1539,電機機械,2016,3,2016-11-14,0.24,10.72,0.039900000000000005,7.939999999999996,-0.8723404255319149,0.038974999999999996
1539 巨庭,1539,電機機械,2016,4,2017-03-31,1.18,7.05,0.0421,7.954999999999995,2.6874999999999996,0.039325
1539 巨庭,1539,電機機械,2017,1,2017-05-15,-0.43,10.75,0.0458,8.887499999999996,-1.4831460674157304,0.041125
1540 喬福,1540,電機機械,2013,1,2013-05-15,0.41,15.16,0.0541,,,
1540 喬福,1540,電機機械,2013,2,2013-08-14,0.39,18.9,0.056799999999999996,,,
1540 喬福,1540,電機機械,2013,3,2013-11-14,0.16,25.41,0.0557,,,
1540 喬福,1540,電機機械,2013,4,2014-03-31,0.51,12.08,0.0672,17.8875,,0.05845
1540 喬福,1540,電機機械,2014,1,2014-05-15,0.64,12.93,0.054900000000000004,17.33,0.5609756097560977,0.05865
1540 喬福,1540,電機機械,2014,2,2014-08-14,0.4,12.82,0.055,15.809999999999997,0.025641025641025664,0.05820000000000001
1540 喬福,1540,電機機械,2014,3,2014-11-14,0.42,11.17,0.054900000000000004,12.249999999999996,1.625,0.05800000000000002
1540 喬福,1540,電機機械,2014,4,2015-03-31,1.05,8.49,0.0652,11.352499999999997,1.0588235294117647,0.05750000000000002
1540 喬福,1540,電機機械,2015,1,2015-05-15,0.54,9.44,0.061200000000000004,10.479999999999997,-0.15624999999999997,0.05907500000000003
1540 喬福,1540,電機機械,2015,2,2015-08-14,0.1,8.72,0.0735,9.454999999999997,-0.7500000000000001,0.06370000000000003
1540 喬福,1540,電機機械,2015,3,2015-11-14,0.44,6.71,0.0949,8.339999999999996,0.047619047619047665,0.07370000000000003
1540 喬福,1540,電機機械,2015,4,2016-03-31,-0.35,20.04,0.0625,11.227499999999996,-1.3333333333333333,0.07302500000000003
1540 喬福,1540,電機機械,2016,1,2016-05-15,0.16,42.29,0.0583,19.439999999999998,-0.7037037037037037,0.07230000000000003
1540 喬福,1540,電機機械,2016,2,2016-08-14,0.08,33.91,0.0654,25.737499999999997,-0.20000000000000004,0.07027500000000003
1540 喬福,1540,電機機械,2016,3,2016-11-14,0.0,377.9,0.0694,118.535,-1.0,0.06390000000000004
1540 喬福,1540,電機機械,2016,4,2017-03-31,0.26,21.01,0.0784,118.77749999999999,-1.7428571428571429,0.06787500000000005
1540 喬福,1540,電機機械,2017,1,2017-05-15,-0.31,37.97,0.0654,117.69749999999998,-2.9374999999999996,0.06965000000000005
1541 錩泰,1541,電機機械,2013,1,2013-05-15,-0.08,,0.0,,,
1541 錩泰,1541,電機機械,2013,2,2013-08-14,0.27,,0.0,,,
1541 錩泰,1541,電機機械,2013,3,2013-11-14,-0.19,,0.0,,,
1541 錩泰,1541,電機機械,2013,4,2014-03-31,-0.29,,0.0,,,0.0
1541 錩泰,1541,電機機械,2014,1,2014-05-15,0.5,91.91,0.0,,-7.249999999999999,0.0
1541 錩泰,1541,電機機械,2014,2,2014-08-14,0.12,,0.0,,-0.5555555555555556,0.0
1541 錩泰,1541,電機機械,2014,3,2014-11-14,0.62,16.01,0.0,,-4.2631578947368425,0.0
1541 錩泰,1541,電機機械,2014,4,2015-03-31,0.82,6.61,0.10439999999999999,,-3.8275862068965516,0.026099999999999998
1541 錩泰,1541,電機機械,2015,1,2015-05-15,0.43,8.49,0.0839,,-0.14,0.047075
1541 錩泰,1541,電機機械,2015,2,2015-08-14,0.51,7.09,0.08310000000000001,9.55,3.2500000000000004,0.06785
1541 錩泰,1541,電機機械,2015,3,2015-11-14,1.91,11.58,0.0331,8.442499999999999,2.0806451612903225,0.076125
1541 錩泰,1541,電機機械,2015,4,2016-03-31,0.75,9.57,0.07440000000000001,9.1825,-0.08536585365853654,0.068625
1541 錩泰,1541,電機機械,2016,1,2016-05-15,1.13,10.33,0.0579,9.642499999999998,1.627906976744186,0.06212500000000001
1541 錩泰,1541,電機機械,2016,2,2016-08-14,1.11,10.56,0.049800000000000004,10.509999999999998,1.1764705882352944,0.0538
1541 錩泰,1541,電機機械,2016,3,2016-11-14,0.69,11.48,0.06,10.485,-0.6387434554973822,0.060525
1541 錩泰,1541,電機機械,2016,4,2017-03-31,1.44,9.87,0.0623,10.559999999999999,0.9199999999999999,0.057499999999999996
1541 錩泰,1541,電機機械,2017,1,2017-05-15,-0.05,15.17,0.0552,11.77,-1.0442477876106195,0.056825
1558 伸興,1558,電機機械,2013,1,2013-05-15,2.76,7.43,0.063,,,
1558 伸興,1558,電機機械,2013,2,2013-08-14,3.42,7.99,0.0584,,,
1558 伸興,1558,電機機械,2013,3,2013-11-14,4.54,8.53,0.0507,,,
1558 伸興,1558,電機機械,2013,4,2014-03-31,2.46,10.68,0.0545,8.657499999999999,,0.05665
1558 伸興,1558,電機機械,2014,1,2014-05-15,2.45,10.51,0.0552,9.427499999999998,-0.11231884057971,0.0547
1558 伸興,1558,電機機械,2014,2,2014-08-14,2.76,11.13,0.0533,10.212499999999999,-0.19298245614035092,0.053425
1558 伸興,1558,電機機械,2014,3,2014-11-14,4.87,9.57,0.0584,10.472499999999998,0.07268722466960353,0.05535
1558 伸興,1558,電機機械,2014,4,2015-03-31,3.61,8.79,0.056600000000000004,9.999999999999998,0.46747967479674796,0.05587500000000001
1558 伸興,1558,電機機械,2015,1,2015-05-15,1.91,10.78,0.047400000000000005,10.067499999999999,-0.2204081632653062,0.05392500000000001
1558 伸興,1558,電機機械,2015,2,2015-08-14,3.19,8.74,0.0564,9.469999999999999,0.15579710144927544,0.0547
1558 伸興,1558,電機機械,2015,3,2015-11-14,6.15,6.37,0.0706,8.669999999999998,0.2628336755646818,0.057749999999999996
1558 伸興,1558,電機機械,2015,4,2016-03-31,2.93,7.33,0.0688,8.304999999999998,-0.188365650969529,0.060799999999999986
1558 伸興,1558,電機機械,2016,1,2016-05-15,1.46,8.11,0.064,7.6374999999999975,-0.2356020942408377,0.06494999999999998
1558 伸興,1558,電機機械,2016,2,2016-08-14,4.24,7.47,0.0635,7.319999999999997,0.3291536050156741,0.06672499999999998
1558 伸興,1558,電機機械,2016,3,2016-11-14,4.26,9.15,0.059000000000000004,8.014999999999997,-0.30731707317073176,0.06382499999999998
1558 伸興,1558,電機機械,2016,4,2017-03-31,4.1,8.76,0.0592,8.372499999999997,0.3993174061433445,0.06142499999999997
1558 伸興,1558,電機機械,2017,1,2017-05-15,-1.37,10.07,0.060899999999999996,8.862499999999997,-1.9383561643835618,0.06064999999999997
1560 中砂,1560,電機機械,2013,1,2013-05-15,0.83,11.47,0.0495,,,
1560 中砂,1560,電機機械,2013,2,2013-08-14,0.93,10.51,0.052199999999999996,,,
1560 中砂,1560,電機機械,2013,3,2013-11-14,0.98,12.39,0.0415,,,
1560 中砂,1560,電機機械,2013,4,2014-03-31,0.99,13.73,0.0449,12.025000000000002,,0.047025
1560 中砂,1560,電機機械,2014,1,2014-05-15,1.08,17.17,0.0341,13.450000000000003,0.30120481927710857,0.04317499999999999
1560 中砂,1560,電機機械,2014,2,2014-08-14,1.37,13.19,0.04,14.120000000000003,0.4731182795698925,0.040124999999999994
1560 中砂,1560,電機機械,2014,3,2014-11-14,1.06,11.64,0.0463,13.932500000000001,0.08163265306122457,0.041324999999999994
1560 中砂,1560,電機機械,2014,4,2015-03-31,1.13,10.3,0.0626,13.075,0.14141414141414133,0.04575
1560 中砂,1560,電機機械,2015,1,2015-05-15,1.07,10.55,0.061500000000000006,11.419999999999998,-0.009259259259259267,0.0526
1560 中砂,1560,電機機械,2015,2,2015-08-14,1.13,10.21,0.0697,10.674999999999999,-0.17518248175182496,0.060025
1560 中砂,1560,電機機械,2015,3,2015-11-14,1.1,8.54,0.08449999999999999,9.899999999999999,0.03773584905660381,0.069575
1560 中砂,1560,電機機械,2015,4,2016-03-31,0.83,10.04,0.0724,9.834999999999997,-0.2654867256637168,0.072025
1560 中砂,1560,電機機械,2016,1,2016-05-15,0.69,11.54,0.0698,10.082499999999996,-0.35514018691588795,0.0741
1560 中砂,1560,電機機械,2016,2,2016-08-14,0.91,12.57,0.069,10.672499999999996,-0.19469026548672555,0.073925
1560 中砂,1560,電機機械,2016,3,2016-11-14,0.92,14.04,0.0658,12.047499999999996,-0.16363636363636366,0.06925
1560 中砂,1560,電機機械,2016,4,2017-03-31,1.28,14.2,0.0466,13.087499999999997,0.5421686746987953,0.0628
1560 中砂,1560,電機機械,2017,1,2017-05-15,1.07,14.75,0.0407,13.889999999999999,0.5507246376811596,0.055525
1568 倉佑,1568,電機機械,2013,1,2013-05-15,0.14,12.49,0.0392,,,
1568 倉佑,1568,電機機械,2013,2,2013-08-14,0.15,9.56,0.047599999999999996,,,
1568 倉佑,1568,電機機械,2013,3,2013-11-14,0.24,11.66,0.0441,,,
1568 倉佑,1568,電機機械,2013,4,2014-03-31,0.4,16.2,0.0278,12.4775,,0.039674999999999995
1568 倉佑,1568,電機機械,2014,1,2014-05-15,0.43,16.78,0.021099999999999997,13.549999999999999,2.071428571428571,0.03515
1568 倉佑,1568,電機機械,2014,2,2014-08-14,0.12,19.57,0.0182,16.0525,-0.2,0.0278
1568 倉佑,1568,電機機械,2014,3,2014-11-14,0.27,16.48,0.0213,17.2575,0.1250000000000001,0.0221
1568 倉佑,1568,電機機械,2014,4,2015-03-31,0.39,11.5,0.0218,16.0825,-0.025000000000000022,0.0206
1568 倉佑,1568,電機機械,2015,1,2015-05-15,0.13,10.85,0.0269,14.599999999999998,-0.6976744186046512,0.022050000000000004
1568 倉佑,1568,電機機械,2015,2,2015-08-14,0.29,9.18,0.0274,12.002499999999996,1.4166666666666665,0.024350000000000004
1568 倉佑,1568,電機機械,2015,3,2015-11-14,0.48,7.2,0.0305,9.682499999999997,0.7777777777777776,0.026650000000000004
1568 倉佑,1568,電機機械,2015,4,2016-03-31,0.44,11.14,0.048799999999999996,9.592499999999998,0.12820512820512817,0.0334
1568 倉佑,1568,電機機械,2016,1,2016-05-15,0.39,11.62,0.0383,9.784999999999997,2.0,0.03625
1568 倉佑,1568,電機機械,2016,2,2016-08-14,0.37,10.43,0.0407,10.097499999999997,0.2758620689655173,0.03957499999999999
1568 倉佑,1568,電機機械,2016,3,2016-11-14,0.32,17.15,0.027000000000000003,12.584999999999996,-0.3333333333333333,0.03869999999999999
1568 倉佑,1568,電機機械,2016,4,2017-03-31,0.69,13.91,0.0363,13.277499999999996,0.568181818181818,0.035574999999999996
1568 倉佑,1568,電機機械,2017,1,2017-05-15,0.24,14.44,0.0388,13.982499999999996,-0.38461538461538464,0.035699999999999996
1582 信錦,1582,電子零組件,2013,1,2013-05-15,0.91,8.13,0.0712,,,
1582 信錦,1582,電子零組件,2013,2,2013-08-14,1.08,7.97,0.076,,,
1582 信錦,1582,電子零組件,2013,3,2013-11-14,1.41,7.69,0.0784,,,
1582 信錦,1582,電子零組件,2013,4,2014-03-31,1.03,7.55,0.0703,7.835000000000001,,0.073975
1582 信錦,1582,電子零組件,2014,1,2014-05-15,0.84,8.16,0.0664,7.842499999999999,-0.07692307692307698,0.072775
1582 信錦,1582,電子零組件,2014,2,2014-08-14,1.58,10.09,0.0481,8.372499999999999,0.4629629629629629,0.0658
1582 信錦,1582,電子零組件,2014,3,2014-11-14,1.6,8.57,0.0537,8.5925,0.13475177304964553,0.05962499999999999
1582 信錦,1582,電子零組件,2014,4,2015-03-31,1.69,7.48,0.07139999999999999,8.575,0.6407766990291262,0.05989999999999999
1582 信錦,1582,電子零組件,2015,1,2015-05-15,1.06,8.06,0.0636,8.55,0.26190476190476203,0.05919999999999999
1582 信錦,1582,電子零組件,2015,2,2015-08-14,1.16,6.9,0.0795,7.7525,-0.26582278481012667,0.06705
1582 信錦,1582,電子零組件,2015,3,2015-11-14,1.84,5.36,0.0968,6.950000000000001,0.15,0.077825
1582 信錦,1582,電子零組件,2015,4,2016-03-31,1.22,5.72,0.09359999999999999,6.510000000000001,-0.2781065088757396,0.083375
1582 信錦,1582,電子零組件,2016,1,2016-05-15,1.02,6.53,0.08349999999999999,6.1274999999999995,-0.03773584905660381,0.08835000000000001
1582 信錦,1582,電子零組件,2016,2,2016-08-14,1.36,6.08,0.0851,5.922499999999999,0.17241379310344845,0.08975000000000001
1582 信錦,1582,電子零組件,2016,3,2016-11-14,2.0,6.0,0.0852,6.0825,0.08695652173913039,0.08685000000000001
1582 信錦,1582,電子零組件,2016,4,2017-03-31,1.68,6.87,0.0911,6.37,0.3770491803278688,0.08622500000000002
1582 信錦,1582,電子零組件,2017,1,2017-05-15,1.35,7.12,0.08289999999999999,6.5175,0.32352941176470595,0.08607500000000001
1583 程泰,1583,電機機械,2013,1,2013-05-15,1.13,5.68,0.0478,,,
1583 程泰,1583,電機機械,2013,2,2013-08-14,0.83,6.28,0.0499,,,
1583 程泰,1583,電機機械,2013,3,2013-11-14,0.83,7.04,0.0499,,,
1583 程泰,1583,電機機械,2013,4,2014-03-31,1.26,6.69,0.0583,6.4225,,0.051475
1583 程泰,1583,電機機械,2014,1,2014-05-15,1.2,12.7,0.0301,8.1775,0.06194690265486732,0.047049999999999995
1583 程泰,1583,電機機械,2014,2,2014-08-14,1.28,13.68,0.026600000000000002,10.0275,0.5421686746987953,0.041225
1583 程泰,1583,電機機械,2014,3,2014-11-14,1.6,9.11,0.0339,10.545,0.9277108433734942,0.037224999999999994
1583 程泰,1583,電機機械,2014,4,2015-03-31,2.87,7.31,0.0438,10.700000000000001,1.277777777777778,0.0336
1583 程泰,1583,電機機械,2015,1,2015-05-15,1.28,7.95,0.0397,9.512500000000003,0.06666666666666674,0.036
1583 程泰,1583,電機機械,2015,2,2015-08-14,0.83,6.6,0.0495,7.742500000000003,-0.35156250000000006,0.041725
1583 程泰,1583,電機機械,2015,3,2015-11-14,2.84,5.18,0.053,6.760000000000003,0.7749999999999998,0.0465
1583 程泰,1583,電機機械,2015,4,2016-03-31,1.27,6.59,0.0076,6.580000000000003,-0.5574912891986062,0.03745
1583 程泰,1583,電機機械,2016,1,2016-05-15,0.55,7.7,0.0074,6.517500000000003,-0.5703125,0.029374999999999995
1583 程泰,1583,電機機械,2016,2,2016-08-14,0.45,6.66,0.0084,6.532500000000002,-0.4578313253012048,0.019099999999999995
1583 程泰,1583,電機機械,2016,3,2016-11-14,0.31,13.07,0.0076,8.505000000000003,-0.8908450704225351,0.007749999999999995
1583 程泰,1583,電機機械,2016,4,2017-03-31,1.03,11.52,0.0181,9.7375,-0.1889763779527559,0.010374999999999994
1583 程泰,1583,電機機械,2017,1,2017-05-15,-0.16,19.41,0.0143,12.665,-1.290909090909091,0.012099999999999993
1589 永冠-KY,1589,電機機械,2013,1,2013-05-15,0.84,9.04,0.0636,,,
1589 永冠-KY,1589,電機機械,2013,2,2013-08-14,1.23,7.4,0.066,,,
1589 永冠-KY,1589,電機機械,2013,3,2013-11-14,1.85,9.42,0.042800000000000005,,,
1589 永冠-KY,1589,電機機械,2013,4,2014-03-31,1.44,13.57,0.0326,9.8575,,0.05125
1589 永冠-KY,1589,電機機械,2014,1,2014-05-15,2.06,15.27,0.0239,11.415000000000001,1.4523809523809528,0.041325
1589 永冠-KY,1589,電機機械,2014,2,2014-08-14,2.97,12.38,0.023700000000000002,12.660000000000002,1.4146341463414636,0.03075
1589 永冠-KY,1589,電機機械,2014,3,2014-11-14,2.19,12.18,0.0232,13.350000000000001,0.1837837837837837,0.025849999999999998
1589 永冠-KY,1589,電機機械,2014,4,2015-03-31,2.61,10.58,0.047599999999999996,12.602500000000001,0.8125,0.0296
1589 永冠-KY,1589,電機機械,2015,1,2015-05-15,2.22,14.8,0.0339,12.485000000000003,0.07766990291262142,0.0321
1589 永冠-KY,1589,電機機械,2015,2,2015-08-14,2.87,18.2,0.026699999999999998,13.940000000000003,-0.0336700336700337,0.03285
1589 永冠-KY,1589,電機機械,2015,3,2015-11-14,3.29,12.98,0.032799999999999996,14.140000000000002,0.5022831050228311,0.03525
1589 永冠-KY,1589,電機機械,2015,4,2016-03-31,3.98,12.18,0.046799999999999994,14.540000000000003,0.5249042145593871,0.03504999999999999
1589 永冠-KY,1589,電機機械,2016,1,2016-05-15,2.51,14.43,0.037000000000000005,14.447500000000002,0.13063063063063043,0.035824999999999996
1589 永冠-KY,1589,電機機械,2016,2,2016-08-14,2.77,12.76,0.0414,13.087500000000002,-0.034843205574912925,0.03949999999999999
1589 永冠-KY,1589,電機機械,2016,3,2016-11-14,1.34,12.82,0.049100000000000005,13.047500000000003,-0.5927051671732523,0.043574999999999996
1589 永冠-KY,1589,電機機械,2016,4,2017-03-31,1.88,9.11,0.0316,12.280000000000003,-0.5276381909547739,0.03977499999999999
1589 永冠-KY,1589,電機機械,2017,1,2017-05-15,0.6,12.34,0.030699999999999998,11.757500000000002,-0.7609561752988048,0.03819999999999999
1590 亞德客-KY,1590,電機機械,2013,1,2013-05-15,1.75,15.02,0.0248,,,
1590 亞德客-KY,1590,電機機械,2013,2,2013-08-14,3.37,12.44,0.0248,,,
1590 亞德客-KY,1590,電機機械,2013,3,2013-11-14,3.05,16.04,0.0171,,,
1590 亞德客-KY,1590,電機機械,2013,4,2014-03-31,2.57,17.68,0.026000000000000002,15.295,,0.023175
1590 亞德客-KY,1590,電機機械,2014,1,2014-05-15,2.24,21.47,0.02,16.907500000000002,0.28000000000000014,0.021975
1590 亞德客-KY,1590,電機機械,2014,2,2014-08-14,3.61,21.34,0.0196,19.132500000000004,0.07121661721068243,0.020675000000000002
1590 亞德客-KY,1590,電機機械,2014,3,2014-11-14,2.22,17.04,0.025699999999999997,19.382500000000007,-0.2721311475409835,0.022825
1590 亞德客-KY,1590,電機機械,2014,4,2015-03-31,2.32,20.09,0.0168,19.985000000000007,-0.09727626459143969,0.020525
1590 亞德客-KY,1590,電機機械,2015,1,2015-05-15,1.45,18.99,0.0191,19.365000000000006,-0.3526785714285715,0.020300000000000002
1590 亞德客-KY,1590,電機機械,2015,2,2015-08-14,3.1,16.06,0.0236,18.045000000000005,-0.14127423822714677,0.0213
1590 亞德客-KY,1590,電機機械,2015,3,2015-11-14,1.45,15.23,0.0263,17.59250000000001,-0.3468468468468469,0.02145
1590 亞德客-KY,1590,電機機械,2015,4,2016-03-31,1.71,14.88,0.0263,16.290000000000006,-0.26293103448275856,0.023825000000000002
1590 亞德客-KY,1590,電機機械,2016,1,2016-05-15,2.45,16.46,0.021099999999999997,15.65750000000001,0.6896551724137933,0.024325
1590 亞德客-KY,1590,電機機械,2016,2,2016-08-14,3.38,21.42,0.0167,16.99750000000001,0.09032258064516123,0.0226
1590 亞德客-KY,1590,電機機械,2016,3,2016-11-14,3.04,22.42,0.0143,18.79500000000001,1.0965517241379312,0.019599999999999996
1590 亞德客-KY,1590,電機機械,2016,4,2017-03-31,1.85,19.76,0.021400000000000002,20.01500000000001,0.08187134502923984,0.018374999999999996
1590 亞德客-KY,1590,電機機械,2017,1,2017-05-15,3.5,20.92,0.0184,21.13000000000001,0.4285714285714285,0.017699999999999997
1592 英瑞-KY,1592,電機機械,2013,1,2013-05-15,0.17,,,,,
1592 英瑞-KY,1592,電機機械,2013,2,2013-08-14,0.52,,,,,
1592 英瑞-KY,1592,電機機械,2013,3,2013-11-14,0.6,,,,,
1592 英瑞-KY,1592,電機機械,2013,4,2014-03-31,3.5,,,,,
1592 英瑞-KY,1592,電機機械,2014,1,2014-05-15,0.48,,,,1.8235294117647054,
1592 英瑞-KY,1592,電機機械,2014,2,2014-08-14,0.67,,,,0.2884615384615385,
1592 英瑞-KY,1592,電機機械,2014,3,2014-11-14,0.21,,,,-0.65,
1592 英瑞-KY,1592,電機機械,2014,4,2015-03-31,0.51,11.97,0.0333,,-0.8542857142857143,
1592 英瑞-KY,1592,電機機械,2015,1,2015-05-15,0.48,14.24,0.0286,,0.0,
1592 英瑞-KY,1592,電機機械,2015,2,2015-08-14,0.41,13.32,0.0334,,-0.3880597014925374,
1592 英瑞-KY,1592,電機機械,2015,3,2015-11-14,0.87,9.32,0.0351,12.2125,3.1428571428571432,0.0326
1592 英瑞-KY,1592,電機機械,2015,4,2016-03-31,0.14,9.93,0.0338,11.7025,-0.7254901960784313,0.032725
