Company,Industry,Code,Year,Season,announce_day,Date,TTM_PE,EPS_growth,Expeceted_Dividend_Rate,Position,Close,Position_new,Code_out,Date_out,Close_out,Return,holding_days,Daily_Return_geometry,Daily_Return_arithmetic
2347 聯強,電子通路業,2347,2015,1,2015-05-15,2015-05-15,11.709999999999996,0.1587301587301587,0.068,1.0,34.82,1.0,2347,2015-11-16,28.15,-0.19155657668006898,185,-0.0011487698190167928,-0.0010354409550274
2351 順德,半導體,2351,2016,2,2016-08-14,2016-08-15,6.445,0.4848484848484848,0.07025000000000002,1.0,39.73,1.0,2351,2016-11-14,36.94,-0.07022401208155049,91,-0.0007998074016056789,-0.0007716924404565987
2356 英業達,電腦及週邊,2356,2016,2,2016-08-14,2016-08-15,9.78,0.1818181818181818,0.07677499999999997,1.0,22.47,1.0,2356,2016-11-14,21.62,-0.03782821539830872,91,-0.0004236714784771056,-0.0004156946747066892
2356 英業達,電腦及週邊,2356,2016,4,2017-03-31,2017-03-31,11.47,0.7857142857142856,0.06254999999999998,1.0,21.53,1.0,2356,2017-05-15,21.91,0.017649790989317182,45,0.0003888720851776828,0.0003922175775403818
2357 華碩,電腦及週邊,2357,2014,3,2014-11-14,2014-11-14,8.707499999999998,0.17948717948717954,0.065825,1.0,267.62,1.0,2357,2015-03-31,262.62,-0.01868320753306929,137,-0.00013765434554458,-0.00013637377761364445
2359 所羅門,其他電子業,2359,2015,4,2016-03-31,2016-03-31,6.8950000000000005,0.7735849056603772,0.0615,1.0,14.49,1.0,2359,2016-05-16,12.62,-0.12905452035886822,46,-0.0029993169309165957,-0.0028055330512797437
2359 所羅門,其他電子業,2359,2016,2,2016-08-14,2016-08-15,6.585,1.2,0.06767500000000001,1.0,12.98,1.0,2359,2016-11-14,12.74,-0.018489984591679498,91,-0.00020506755464133608,-0.00020318664386460988
2373 震旦行,其他電子業,2373,2016,3,2016-11-14,2016-11-14,11.657499999999995,0.12121212121212133,0.06075,1.0,66.59,1.0,2373,2017-05-15,72.76,0.09265655503829406,182,0.00048699732233337123,0.0005091019507598575
2374 佳能,光電業,2374,2016,3,2016-11-14,2016-11-14,8.989999999999998,0.1250000000000001,0.0801,1.0,13.86,1.0,2374,2017-05-15,18.39,0.32683982683982693,182,0.0015550542451379101,0.0017958232243946535
2376 技嘉,電腦及週邊,2376,2014,1,2014-05-15,2014-05-15,8.345,0.19587628865979376,0.07279999999999998,1.0,36.55,1.0,2376,2014-11-14,27.65,-0.2435020519835841,183,-0.0015237311554470168,-0.0013306123059212247
2376 技嘉,電腦及週邊,2376,2014,4,2015-03-31,2015-03-31,9.025,0.23437500000000006,0.07264999999999996,1.0,30.92,1.0,2376,2015-05-15,28.45,-0.07988357050452788,45,-0.0018484021111926374,-0.0017751904556561752
2376 技嘉,電腦及週邊,2376,2015,3,2015-11-14,2015-11-16,8.3525,0.19266055045871555,0.07884999999999998,1.0,28.94,1.0,2376,2016-03-31,31.13,0.07567380787836897,136,0.0005365208114944675,0.0005564250579291836
2376 技嘉,電腦及週邊,2376,2016,1,2016-05-15,2016-05-16,8.0875,0.28358208955223874,0.07794999999999998,1.0,30.6,1.0,2376,2016-11-14,37.74,0.2333333333333334,182,0.0011529747747458519,0.0012820512820512825
2376 技嘉,電腦及週邊,2376,2016,4,2017-03-31,2017-03-31,8.834999999999997,0.5882352941176472,0.06407499999999998,1.0,39.24,1.0,2376,2017-05-15,37.09,-0.0547910295616717,45,-0.0012514217223051904,-0.0012175784347038155
2377 微星,電腦及週邊,2377,2014,1,2014-05-15,2014-05-15,7.3450000000000015,1.2999999999999998,0.069275,1.0,30.07,1.0,2377,2015-03-31,29.77,-0.009976720984369858,320,-3.133332776583675e-05,-3.1177253076155806e-05
2377 微星,電腦及週邊,2377,2015,3,2015-11-14,2015-11-16,8.180000000000003,0.6265060240963858,0.093125,1.0,31.76,1.0,2377,2017-05-15,67.11,1.113035264483627,546,0.0013711322346332544,0.0020385261254278883
2379 瑞昱,半導體,2379,2015,4,2016-03-31,2016-03-31,14.242499999999994,0.2999999999999998,0.07355000000000002,1.0,82.0,1.0,2379,2016-05-16,84.04,0.024878048780487827,46,0.0005343520350487019,0.0005408271474019093
2383 台光電,電子零組件,2383,2014,1,2014-05-15,2014-05-15,7.314999999999999,0.3114754098360657,0.06922500000000001,1.0,23.83,1.0,2383,2016-05-16,58.35,1.448594208980277,732,0.0012241285082152942,0.00197895383740475
2393 億光,光電業,2393,2016,2,2016-08-14,2016-08-15,9.66,0.3783783783783784,0.06397500000000003,1.0,46.11,1.0,2393,2017-03-31,45.64,-0.010193016699197588,228,-4.493460981691566e-05,-4.470621359297188e-05
2397 友通,電腦及週邊,2397,2015,3,2015-11-14,2015-11-16,10.220000000000004,0.4000000000000001,0.06655,1.0,32.44,1.0,2397,2016-03-31,42.59,0.31288532675709013,136,0.002003675671076399,0.002300627402625663
2397 友通,電腦及週邊,2397,2016,1,2016-05-15,2016-05-16,10.640000000000004,1.03125,0.062124999999999986,1.0,50.28,1.0,2397,2016-11-14,46.44,-0.07637231503579955,182,-0.0004364224701748354,-0.00041962810459230526
